,standard_id,Enzyme:,KEGG Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
78,1368.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00029,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt,,,
79,1367.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00035,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt,,,
80,1384.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00035,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.24 salt,,,
81,1365.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00055,,spectrophotometry,,Na2SO4,4.1.2.13 & 5.3.1.1,,0.2 salt,,,
82,1372.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.0011,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.043 salt,,,
83,1363.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00075,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.21 salt,,,
84,1364.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.00047,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.90 salt,,,
85,1359.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7.0,0.0015,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,,,,
86,1385.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7.0,0.0056,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.0012 salt,,,
87,1378.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7.0,0.0025,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.006 salt,,,
88,1383.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7.0,0.002,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.012 salt,,,
89,1374.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7.0,0.0014,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.031 salt,,,
90,1360.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7.0,0.0064,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,,,,
91,1377.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.015,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.0012 salt,,,
92,1381.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.0082,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.006 salt,,,
93,1376.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.0056,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.012 salt,,,
94,1375.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.0046,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.031 salt,,,
95,1369.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.0012,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt,,,
96,1361.0,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7.0,0.019,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,,,,
97,1295.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,6.4,1.30E-05,,spectrophotometry,phosphate,,1.1.1.1,,,,,
98,1296.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7.0,5.30E-05,,spectrophotometry,phosphate,,1.1.1.1,,,,,
99,1297.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7.7,0.00013,,spectrophotometry,phosphate,,1.1.1.1,,,,,
100,2523.0,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,7.7,0.13,,chemical analysis,carbonate + bicarbonate,,2.7.3.2,,,,,
101,2524.0,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,8.8,0.48,,chemical analysis,carbonate + bicarbonate,,2.7.3.2,,,,,
102,3773.0,arginine kinase,kegg:C00002 + kegg:C00062 = kegg:C00008 + kegg:C05945,ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_614,293.15,7.7,0.323,,chemical analysis,carbonate + bicarbonate,,2.7.3.3,,,,,
103,,fructose-biphosphate aldolase,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,273.15,,0.0021,,chemical analysis,phosphate,,4.1.2.13,,,,,
104,,fructose-biphosphate aldolase,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,293.15,,0.0029,,chemical analysis,phosphate,,4.1.2.13,,,,,
105,,fructose-biphosphate aldolase,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,313.15,,0.0067,,chemical analysis,phosphate,,4.1.2.13,,,,,
106,1533.0,fructose-biphosphate aldolase,kegg:C01094 = kegg:C00577 + kegg:C00111,D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Schulz W.; Biochem. Z. 289 87 (1936).,36MEY/SCH_1096,298.15,,,,calorimetry,phosphate,,4.1.2.13,,,,,-60.2
107,,_-glucosidase,,1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,277.15,,8.63,,polarimetry,,,3.2.1.21,,,,,
108,,_-glucosidase,,1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,303.15,,9.48,,polarimetry,,,3.2.1.21,,,,,
109,,_-glucosidase,,2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,277.15,,18.5,,polarimetry,,,3.2.1.21,,,,,
110,,_-glucosidase,,2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,303.15,,21.1,,polarimetry,,,3.2.1.21,,,,,
111,,_-glucosidase,,ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,277.15,,7.08,,polarimetry,,,3.2.1.21,,,,,
112,,_-glucosidase,,ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,303.15,,7.88,,polarimetry,,,3.2.1.21,,,,,
113,,_-glucosidase,,methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,277.15,,4.5,,polarimetry,,,3.2.1.21,,,,,
114,,_-glucosidase,,methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,303.15,,4.73,,polarimetry,,,3.2.1.21,,,,,
115,,_-glucosidase,,2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,277.15,,11.2,,polarimetry,,,3.2.1.21,,,,,
116,,_-glucosidase,,2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,303.15,,11.9,,polarimetry,,,3.2.1.21,,,,,
117,,_-glucosidase,,2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,277.15,,45,,polarimetry,,,3.2.1.21,,,,,
118,,_-glucosidase,,2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,303.15,,57,,polarimetry,,,3.2.1.21,,,,,
119,,_-glucosidase,,1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,277.15,,8.92,,polarimetry,,,3.2.1.21,,,,,
120,,_-glucosidase,,1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,303.15,,9.98,,polarimetry,,,3.2.1.21,,,,,
121,,_-glucosidase,,2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,277.15,,19,,polarimetry,,,3.2.1.21,,,,,
122,,_-glucosidase,,2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,303.15,,22.7,,polarimetry,,,3.2.1.21,,,,,
123,1309.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,6.05,6.00E-06,,spectrophotometry,,,1.1.1.1,,,,,
124,1310.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,7.25,7.70E-05,,spectrophotometry,,,1.1.1.1,,,,,
125,1311.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,8.0,1.20E-05,,spectrophotometry,,,1.1.1.1,,,,,
126,3073.0,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,6.9,1.60E-05,,spectrophotometry,phosphate,,1.1.1.8,,,,,
127,3075.0,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,7.6,0.0003,,spectrophotometry,phosphate,,1.1.1.8,,,,,
128,3074.0,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,8.1,0.00059,,spectrophotometry,phosphate,,1.1.1.8,,,,,
129,3512.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4,7.10E-06,,spectrophotometry,phosphate,,1.1.1.27,,,,,
130,3519.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4,9.60E-06,,spectrophotometry,phosphate,,1.1.1.27,,,,,
131,3518.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.9,3.10E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
132,3515.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.1,5.00E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
133,3517.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.2,0.0002,,spectrophotometry,phosphate,,1.1.1.27,,,,,
134,3520.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.3,0.00029,,spectrophotometry,phosphate,,1.1.1.27,,,,,
135,3513.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.35,0.00029,,spectrophotometry,phosphate,,1.1.1.27,,,,,
136,3514.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.7,0.00015,,spectrophotometry,phosphate,,1.1.1.27,,,,,
137,3516.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.9,0.00033,,spectrophotometry,phosphate,,1.1.1.27,,,,,
138,2280.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.46,2.30E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
139,2281.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.54,3.50E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
140,2286.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.71,5.00E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
141,2282.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.85,0.00011,,spectrophotometry,phosphate,,1.1.1.37,,,,,
142,2283.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.33,0.0002,,spectrophotometry,phosphate,,1.1.1.37,,,,,
143,2284.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.44,0.0005,,spectrophotometry,phosphate,,1.1.1.37,,,,,
144,2285.0,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.49,0.00063,,spectrophotometry,phosphate,,1.1.1.37,,,,,
145,4454.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.58,7.70E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
146,4451.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.61,8.30E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
147,4455.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.38,0.0011,,spectrophotometry,phosphate,,1.1.1.27,,,,,
148,4452.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.51,0.0014,,spectrophotometry,phosphate,,1.1.1.27,,,,,
149,4456.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.82,0.002,,spectrophotometry,phosphate,,1.1.1.27,,,,,
150,4453.0,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.83,0.0025,,spectrophotometry,phosphate,,1.1.1.27,,,,,
151,545.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Negelein E.; Wulff H.-J.; Biochem. Z.; 293 351 (1937).,37NEG/WUL_9,293.15,7.9,0.000741,,spectrophotometry,phosphate,,1.1.1.1,,,,,
152,1518.0,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,6.05,3.90E-11,,spectrophotometry,phosphate,,1.4.1.2,,,,,
153,1529.0,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,6.63,1.30E-09,,spectrophotometry,phosphate,,1.4.1.2,,,,,
