,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
77,77,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=99HUT/OEH_1552,99HUT/OEH,calorimetry,B,3.2.1.26,#NAME?,kegg:C00089 + kegg:C00001 = kegg:C00031 + kegg:C00095,sucrose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),,,298.15,,4.6,
78,78,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62HOR_1266,62HOR,radioactivity,C,5.1.3.4,L-ribulose-phosphate 4-epimerase,kegg:C01101 = kegg:C00231,L-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),,1,310.15,,6,
79,79,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55YAN/GIL_83,55YAN/GIL,spectrophotometry,B,1.1.1.25,shikimate dehydrogenase,kegg:C00493 + kegg:C00006 = kegg:C02637 + kegg:C00005,shikimate(aq) + NADP(aq) = 3-dehydroshikimate(aq) + NADPH(aq),,0.0361,303.15,,7,
80,80,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55YAN/GIL_83,55YAN/GIL,spectrophotometry,B,1.1.1.25,shikimate dehydrogenase,kegg:C00493 + kegg:C00006 = kegg:C02637 + kegg:C00005,shikimate(aq) + NADP(aq) = 3-dehydroshikimate(aq) + NADPH(aq),,0.175,303.15,,7.9,
81,81,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=91SCH/GIF_69,91SCH/GIF,spectrophotometry,C,1.1.1.14,L-iditol dehydrogenase,kegg:C00794 + kegg:C00003 = kegg:C00095 + kegg:C00004,D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),,0.032,298.15,,7,
82,82,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71KAT_220,71KAT,spectrophotometry,B,1.1.1.153,sepiapterin reductase,kegg:C02953 + kegg:C00006 = kegg:C00835 + kegg:C00005,"7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",,0.043,298.15,,7.65,
83,83,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71KAT_220,71KAT,spectrophotometry,B,1.1.1.153,sepiapterin reductase,kegg:C02953 + kegg:C00006 = kegg:C00835 + kegg:C00005,"7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",,0.13,298.15,,7.6,
84,84,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71KAT_220,71KAT,spectrophotometry,B,1.1.1.153,sepiapterin reductase,kegg:C02953 + kegg:C00006 = kegg:C00835 + kegg:C00005,"7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",,0.021,298.15,,7.8,
85,85,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595,67EPP/DAW,spectrophotometry,C,2.7.3.2,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),,0.0054,310.15,,7,
86,86,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595,67EPP/DAW,spectrophotometry,C,2.7.3.2,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),,0.084,310.15,,8,
87,87,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595,67EPP/DAW,spectrophotometry,C,2.7.3.2,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),,0.041,310.15,,7.5,
88,88,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92KIM/KIN_829,92KIM/KIN,enzymatic assay,A,3.1.3.5,5'-nucleosidase,kegg:C00020 + kegg:C00001 = kegg:C00212 + kegg:C00009,AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),,176,311.15,0.25,7,3
89,89,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12,51THE/BON,spectrophotometry,B,1.1.1.1,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),,0.00011,293.15,,7,
90,90,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12,51THE/BON,spectrophotometry,B,1.1.1.1,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),,0.0105,293.15,,9,
91,91,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12,51THE/BON,spectrophotometry,B,1.1.1.1,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),,0.09,293.15,,10,
92,92,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12,51THE/BON,spectrophotometry,B,1.1.1.1,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),,0.00071,293.15,,8,
93,93,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00032,273.15,,7,
94,94,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0064,313.15,,7,
95,95,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.019,333.15,,7,
96,96,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0011,293.15,,7,
97,97,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00075,293.15,,7,
98,98,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00047,293.15,,7,
99,99,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00055,293.15,,7,
100,100,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00035,293.15,,7,
101,101,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00035,293.15,,7,
102,102,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00029,293.15,,7,
103,103,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0012,333.15,,7,
104,104,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00037,293.15,,7,
105,105,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00051,293.15,,7,
106,106,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0011,293.15,,7,
107,107,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0014,293.15,,7,
108,108,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.002,313.15,,7,
109,109,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0025,313.15,,7,
110,110,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0056,333.15,,7,
111,111,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0082,333.15,,7,
112,112,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0014,313.15,,7,
113,113,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00014,273.15,,7,
114,114,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00014,273.15,,7,
115,115,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.015,333.15,,7,
116,116,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0056,313.15,,7,
117,117,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0015,293.15,,7,
118,118,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00035,293.15,,7,
119,119,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.0046,333.15,,7,
120,120,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00064,293.15,,7,
121,121,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,0.00031,293.15,,7,
122,122,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101,35MEY,spectrophotometry,C,4.1.2.13&5.3.1.1,fructose-biphosphate aldolase and triose-phosphate isomerase,kegg:C00354 = 2 kegg:C00111,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",,7.10E-05,273.15,,7,
123,123,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,,298.15,,8,1
124,124,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,,303.4,,8,1
125,125,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,,311.5,,8,1
126,126,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,,298.4,,8,1
127,127,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,,293.4,,8,1
128,128,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1607,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,0.307,293.4,,8,1
129,129,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1607,04STO/SCH,calorimetriy,A,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,0.395,298.4,,8,1
130,130,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=43KAL_633,43KAL,spectrophotometry,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.3,303.15,,7.5,
131,131,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72KOR/HUR_199,72KOR/HUR,spectrophotometry,C,1.1.1.72,glycerol dehydrogenase (NADP+),kegg:C00116 + kegg:C00006 = kegg:C00577 + kegg:C00005,glycerol(aq) + NADP(aq) = (R)-glyceraldehyde(aq) + NADPH(aq),,1.67E-06,310.15,,7,
132,132,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67TRI/VOG_1050,67TRI/VOG,polarimetry,B,3.5.3.4,allantoicase,kegg:C00499 + kegg:C00001 = kegg:C00603 + kegg:C00086,allantoate(aq) + H2O(l) = (-)-ureidoglycolate(aq) + urea(aq),,0.21,303.15,,7.5,
133,133,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84DIT/KUB2_54,84DIT/KUB2,spectrophotometry,C,1.1.1.9,D-xylulose reductase,kegg:C00379 + kegg:C00003 = kegg:C00310 + kegg:C00004,xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq),,0.00043,298.15,,7,
134,134,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65WAL/SAL_202,65WAL/SAL,spectrophotometry,C,1.1.1.95,phosphoglycerate dehydrogenase,kegg:C00197 + kegg:C00003 = kegg:C03232 + kegg:C00004,3-phospho-D-glycerate(aq) + NAD(aq) = 3-phosphohydroxypyruvate(aq) + NADH(aq),,0.0001,298.15,,8,
135,135,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74DAN/CAR_473,74DAN/CAR,spectrophotometry,C,2.4.2.6,nucleoside deoxyribosyltransferase,kegg:C05512 + kegg:C00147 = kegg:C00559 + kegg:C00262,2'-deoxyinosine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + hypoxanthine(aq),,1.4,313.15,,6,
136,136,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOD_1351,53BOD,spectrophotometry,B,5.3.1.9,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),,0.67,310.15,,7.4,
137,137,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92KIM/KIN_464,92KIM/KIN,HPLC and enzymatic assay,A,2.4.2.1,purine-nucleoside phosphorylase,kegg:C00294 + kegg:C00009 = kegg:C00262 + kegg:C00620,inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + D-ribose 1-phosphate(aq),,0.0164,311.15,0.25,7,3
138,138,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145,52STE/OCH,spectrophotometry,B,1.1.1.37&4.1.3.7,malate dehydrogenase and citrate (si)-synthase,kegg:C00149 + kegg:C00024 + kegg:C00003 + kegg:C00001 = kegg:C00158 + kegg:C00010 + kegg:C00004,(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq),,0.48,295.15,,6.25,
139,139,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145,52STE/OCH,spectrophotometry,B,1.1.1.37&4.1.3.7,malate dehydrogenase and citrate (si)-synthase,kegg:C00149 + kegg:C00024 + kegg:C00003 + kegg:C00001 = kegg:C00158 + kegg:C00010 + kegg:C00004,(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq),,599,295.15,,8.2,
140,140,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145,52STE/OCH,spectrophotometry,B,1.1.1.37&4.1.3.7,malate dehydrogenase and citrate (si)-synthase,kegg:C00149 + kegg:C00024 + kegg:C00003 + kegg:C00001 = kegg:C00158 + kegg:C00010 + kegg:C00004,(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq),,5610,295.15,,8.7,
141,141,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145,52STE/OCH,spectrophotometry,B,1.1.1.37&4.1.3.7,malate dehydrogenase and citrate (si)-synthase,kegg:C00149 + kegg:C00024 + kegg:C00003 + kegg:C00001 = kegg:C00158 + kegg:C00010 + kegg:C00004,(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq),,10.8,295.15,,7.2,
142,142,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145,52STE/OCH,spectrophotometry,B,1.1.1.37&4.1.3.7,malate dehydrogenase and citrate (si)-synthase,kegg:C00149 + kegg:C00024 + kegg:C00003 + kegg:C00001 = kegg:C00158 + kegg:C00010 + kegg:C00004,(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq),,101,295.15,,7.6,
143,143,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=64KEL/ALL_1421,64KEL/ALL,enzymatic assay,B,5.4.99.2,methylmalonyl-CoA mutase,kegg:C01213 = kegg:C00091,(R)-methylmalonyl-CoA(aq) = succinyl-CoA(aq),,23.1,298.15,,7.4,
144,144,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76LAW/GUY_830,76LAW/GUY,enzymatic assay; spectrophotometry,A,3.1.3.11,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",,174,310.15,0.25,6.99,3.05
145,145,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126,54WAK/GRE,spectrophotometry,C,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq),,0.00025,298.15,,7,
146,146,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126,54WAK/GRE,spectrophotometry,C,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq),,0.025,298.15,,9,
147,147,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126,54WAK/GRE,spectrophotometry,C,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq),,0.0025,298.15,,8,
148,148,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126,54WAK/GRE,spectrophotometry,C,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq),,0.25,298.15,,10,
149,149,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00FRA/KOS_1534,00FRA/KOS,calorimetry,A,4.1.1.39,ribulose-bisphosphate carboxylase,kegg:C01182 + kegg:C00007 = kegg:C00197,"D-ribulose 1,5-bisphosphate(aq) + O2(aq) = 3-phospho-D-glycerate(aq)",,,298.15,,8,
150,150,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00FRA/KOS_1533,00FRA/KOS,calorimetry,A,4.1.1.39,ribulose-bisphosphate carboxylase,kegg:C01182 + kegg:C00288 = 2 kegg:C00197,"D-ribulose 1,5-bisphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)",,,298.15,,8,
