,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
74,74,,1371,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00051,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.012 salt, ,,
75,75,,1370,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00031,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.031 salt, ,,
76,76,,1366,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00035,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.06 salt, ,,
77,77,,1386,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00037,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.06 salt, ,,
78,78,,1368,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00029,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt, ,,
79,79,,1367,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00035,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt, ,,
80,80,,1384,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00035,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.24 salt, ,,
81,81,,1365,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00055,,spectrophotometry,,Na2SO4,4.1.2.13 & 5.3.1.1,,0.2 salt, ,,
82,82,,1372,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.0011,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.043 salt, ,,
83,83,,1363,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00075,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.21 salt, ,,
84,84,,1364,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.00047,,spectrophotometry,,NaCl,4.1.2.13 & 5.3.1.1,,0.90 salt, ,,
85,85,,1359,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,293.15,7,0.0015,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,, ,,
86,86,,1385,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0056,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.0012 salt, ,,
87,87,,1378,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0025,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.006 salt, ,,
88,88,,1383,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.002,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.012 salt, ,,
89,89,,1374,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0014,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.031 salt, ,,
90,90,,1360,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0064,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,, ,,
91,91,,1377,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.015,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.0012 salt, ,,
92,92,,1381,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0082,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.006 salt, ,,
93,93,,1376,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0056,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.012 salt, ,,
94,94,,1375,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0046,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.031 salt, ,,
95,95,,1369,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0012,,spectrophotometry,,MgCl2,4.1.2.13 & 5.3.1.1,,0.12 salt, ,,
96,96,,1361,triose-phosphate isomerase and fructose-bisphosphate aldolase,kegg:C00354 = 2 kegg:C00111,,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.019,,spectrophotometry,,,4.1.2.13 & 5.3.1.1,,, ,,
97,97,195,1295,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,6.4,1.30E-05,,spectrophotometry,phosphate,,1.1.1.1,,,,,
98,98,196,1296,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7,5.30E-05,,spectrophotometry,phosphate,,1.1.1.1,,,,,
99,99,197,1297,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7.7,0.00013,,spectrophotometry,phosphate,,1.1.1.1,,,,,
100,100,198,2523,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,7.7,0.13,,chemical analysis,carbonate + bicarbonate,,2.7.3.2,,,,,
101,101,199,2524,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,8.8,0.48,,chemical analysis,carbonate + bicarbonate,,2.7.3.2,,,,,
102,102,200,3773,arginine kinase,kegg:C00002 + kegg:C00062 = kegg:C00008 + kegg:C05945,,ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_614,293.15,7.7,0.323,,chemical analysis,carbonate + bicarbonate,,2.7.3.3,,,,,
103,103,201,,fructose-biphosphate aldolase,,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,273.15,,0.0021,,chemical analysis,phosphate,,4.1.2.13,,,,,
104,104,202,,fructose-biphosphate aldolase,,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,293.15,,0.0029,,chemical analysis,phosphate,,4.1.2.13,,,,,
105,105,203,,fructose-biphosphate aldolase,,,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,313.15,,0.0067,,chemical analysis,phosphate,,4.1.2.13,,,,,
106,106,,1533,fructose-biphosphate aldolase,kegg:C01094 = kegg:C00577 + kegg:C00111,,D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Schulz W.; Biochem. Z. 289 87 (1936).,36MEY/SCH_1096,298.15,,,,calorimetry,phosphate,,4.1.2.13,,, ,,-60.2
107,107,204,,_-glucosidase,,,1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,277.15,,8.63,,polarimetry,,,3.2.1.21,,,,,
108,108,205,,_-glucosidase,,,1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,303.15,,9.48,,polarimetry,,,3.2.1.21,,,,,
109,109,208,,_-glucosidase,,,2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,277.15,,18.5,,polarimetry,,,3.2.1.21,,,,,
110,110,209,,_-glucosidase,,,2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,303.15,,21.1,,polarimetry,,,3.2.1.21,,,,,
111,111,216,,_-glucosidase,,,ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,277.15,,7.08,,polarimetry,,,3.2.1.21,,,,,
112,112,217,,_-glucosidase,,,ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,303.15,,7.88,,polarimetry,,,3.2.1.21,,,,,
113,113,218,,_-glucosidase,,,methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,277.15,,4.5,,polarimetry,,,3.2.1.21,,,,,
114,114,219,,_-glucosidase,,,methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,303.15,,4.73,,polarimetry,,,3.2.1.21,,,,,
115,115,210,,_-glucosidase,,,2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,277.15,,11.2,,polarimetry,,,3.2.1.21,,,,,
116,116,211,,_-glucosidase,,,2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,303.15,,11.9,,polarimetry,,,3.2.1.21,,,,,
117,117,212,,_-glucosidase,,,2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,277.15,,45,,polarimetry,,,3.2.1.21,,,,,
118,118,213,,_-glucosidase,,,2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,303.15,,57,,polarimetry,,,3.2.1.21,,,,,
119,119,206,,_-glucosidase,,,1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,277.15,,8.92,,polarimetry,,,3.2.1.21,,,,,
120,120,207,,_-glucosidase,,,1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,303.15,,9.98,,polarimetry,,,3.2.1.21,,,,,
121,121,214,,_-glucosidase,,,2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,277.15,,19,,polarimetry,,,3.2.1.21,,,,,
122,122,215,,_-glucosidase,,,2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,303.15,,22.7,,polarimetry,,,3.2.1.21,,,,,
123,123,220,1309,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,6.05,6.00E-06,,spectrophotometry,,,1.1.1.1,,,,,
124,124,222,1310,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,7.25,7.70E-05,,spectrophotometry,,,1.1.1.1,,,,,
125,125,221,1311,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,8,1.20E-05,,spectrophotometry,,,1.1.1.1,,,,,
126,126,236,3073,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,6.9,1.60E-05,,spectrophotometry,phosphate,,1.1.1.8,,,,,
127,127,237,3075,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,7.6,0.0003,,spectrophotometry,phosphate,,1.1.1.8,,,,,
128,128,238,3074,glycerol-3-phosphate dehydrogenase (NAD+),kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,8.1,0.00059,,spectrophotometry,phosphate,,1.1.1.8,,,,,
129,129,,3512,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4,7.10E-06,,spectrophotometry,phosphate,,1.1.1.27,,, ,,
130,130,,3519,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4,9.60E-06,,spectrophotometry,phosphate,,1.1.1.27,,, ,,
131,131,240,3518,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.9,3.10E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
132,132,241,3515,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.1,5.00E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
133,133,243,3517,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.2,0.0002,,spectrophotometry,phosphate,,1.1.1.27,,,,,
134,134,245,3520,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.3,0.00029,,spectrophotometry,phosphate,,1.1.1.27,,,,,
135,135,244,3513,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.35,0.00029,,spectrophotometry,phosphate,,1.1.1.27,,,,,
136,136,242,3514,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.7,0.00015,,spectrophotometry,phosphate,,1.1.1.27,,,,,
137,137,246,3516,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.9,0.00033,,spectrophotometry,phosphate,,1.1.1.27,,,,,
138,138,229,2280,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.46,2.30E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
139,139,230,2281,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.54,3.50E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
140,140,231,2286,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.71,5.00E-05,,spectrophotometry,phosphate,,1.1.1.37,,,,,
141,141,232,2282,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.85,0.00011,,spectrophotometry,phosphate,,1.1.1.37,,,,,
142,142,233,2283,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.33,0.0002,,spectrophotometry,phosphate,,1.1.1.37,,,,,
143,143,234,2284,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.44,0.0005,,spectrophotometry,phosphate,,1.1.1.37,,,,,
144,144,235,2285,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.49,0.00063,,spectrophotometry,phosphate,,1.1.1.37,,,,,
145,145,223,4454,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.58,7.70E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
146,146,224,4451,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.61,8.30E-05,,spectrophotometry,phosphate,,1.1.1.27,,,,,
147,147,225,4455,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.38,0.0011,,spectrophotometry,phosphate,,1.1.1.27,,,,,
148,148,226,4452,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.51,0.0014,,spectrophotometry,phosphate,,1.1.1.27,,,,,
149,149,227,4456,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.82,0.002,,spectrophotometry,phosphate,,1.1.1.27,,,,,
